date_creation,ticker,asset_class,timeframe,prix_entree,stop_loss_init,tp1_init,tp2_init,rr_tp1,rr_tp2,statut_final,score_force
2025-09-02 12:11:27,LVMH,Actions Europe,1H,517.1,509.0,525.5,559.04,1.0370370370370314,5.177777777777756,INVALIDÉE,8.2
2025-08-28 08:12:35,LVMH,Actions Europe,1H,520.4,510.87,534.93,558.59,1.5246589716684171,4.007345225603375,INVALIDÉE,8.8
2025-08-27 12:11:39,LVMH,Actions Europe,1H,494.85,491.3,498.7,510.87,1.084507042253508,4.512676056338009,OBJECTIF ATTEINT,8.8
2025-08-21 13:12:13,SAP,Actions Europe,1H,232.0,241.03,221.45,215.25,1.168327796234774,1.854928017718715,SEUIL PRÉSERVÉ,8.2
2025-08-20 14:09:36,SAP,Actions Europe,1H,234.05,235.45,231.75,219.62,1.6428571428571777,10.30714285714303,OBJECTIF ATTEINT,8.0
2025-08-20 12:10:03,TOTALENERGIES .50,Actions Europe,1H,53.75,53.1,54.88,56.87,1.7384615384615465,4.800000000000007,SEUIL PRÉSERVÉ,8.4
2025-08-19 13:11:38,TOTALENERGIES,Actions Europe,1H,53.62,53.14,54.94,57.39,2.7500000000000187,7.854166666666725,SEUIL PRÉSERVÉ,8.2
2025-08-19 09:09:38,SIEMENS,Actions Europe,1H,235.55,234.3,237.2,243.0,1.319999999999982,5.959999999999991,INVALIDÉE,8.4
2025-08-15 15:11:26,TOTALENERGIES,Actions Europe,1H,53.43,53.13,53.81,54.94,1.2666666666666873,5.033333333333374,INVALIDÉE,8.6
2025-08-15 10:09:24,ALLIANZ,Actions Europe,1H,380.1,366.8,396.5,418.8,1.2330827067669146,2.9097744360902222,SEUIL PRÉSERVÉ,8.6
2025-08-14 07:34:23,SIEMENS,Actions Europe,Journalier,230.85,225.15,237.0,243.0,1.0789473684210558,2.131578947368426,OBJECTIF ATTEINT,8.8
2025-07-30 12:10:46,SIEMENS,Actions Europe,1H,229.15,227.9,232.1,237.0,2.359999999999991,6.279999999999996,INVALIDÉE,8.8
2025-07-28 14:11:21,ALLIANZ,Actions Europe,1H,340.1,343.6,333.4,316.6,1.9142857142857272,6.714285714285714,INVALIDÉE,8.0
2025-07-28 10:14:50,SIEMENS,Actions Europe,1H,229.2,227.9,231.9,237.0,2.076923076923117,6.000000000000087,INVALIDÉE,7.7
